Cod_Classe;Cod_Test;Regione;Data Validit…;Categoria;Uso;Specialita;CtarG Prova;Euro;DataCostruzione;CIntegrazioneComplessi;Alimentazione;C_KW;C_CV;Potenza;HP;Cilindrata;Ecologico;InstazioneImpianto;DataInstazioneImpianto;Portata;;AssiMotrice;AssiRimorchio;SospensioniPneumatiche;GncioTraino;PesoRimorchio;12(mensilità);11;10;9;8;7;6;5;4;3;2;1;
Bollo.c01.1096;01-01;UMBRIA;01/01/2022;AP;PP;;;2;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;175;165;150;135;120;105;90;75,1;60,1;45,1;30;15;
Bollo.c01.1097;01-01;UMBRIA;01/01/2022;AP;PP;;;2;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;42;39,6;36;32,4;28,8;25,2;21,6;18;14,4;10,8;7,2;3,6;
Bollo.c01.1098;01-01;UMBRIA;01/01/2022;AP;PP;;;2;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;70;66;60;54;48;42;36;30;24;18;12;6;
Bollo.c01.1099;01-01;UMBRIA;01/01/2022;AP;PP;;;2;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;107,8;101,64;92,4;83,16;73,92;64,68;55,44;46,24;37;27,76;18,48;9,24;
Bollo.c01.1100;01-01;UMBRIA;01/01/2022;AP;PP;;;2;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;108,85;102,63;93,3;83,97;74,64;65,31;55,98;46,69;37,36;28,03;18,66;9,33;
Bollo.c01.1101;01-01;UMBRIA;01/01/2022;AP;PP;;;2;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;175;165;150;135;120;105;90;75,1;60,1;45,1;30;15;
Bollo.c01.1102;01-01;UMBRIA;01/01/2022;AP;PP;;;3;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;40,8;38,4;34,8;31,2;27,78;24,3;20,88;17,4;13,92;10,44;6,96;3,48;
Bollo.c01.1103;01-01;UMBRIA;01/01/2022;AP;PP;;;3;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;68;64;58;52;46,3;40,5;34,8;29;23,2;17,4;11,6;5,8;
Bollo.c01.1104;01-01;UMBRIA;01/01/2022;AP;PP;;;3;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;104,36;98,56;89,32;80,08;71,5;62,46;53,52;44,62;35,73;26,8;17,86;8,93;
Bollo.c01.1105;01-01;UMBRIA;01/01/2022;AP;PP;;;3;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;105,37;99,52;90,19;80,86;72,2;63,07;54,04;45,06;36,08;27,06;18,04;9,02;
Bollo.c01.1106;01-01;UMBRIA;01/01/2022;AP;PP;;;3;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;169;160;145;130;116,3;101,5;86,8;72,4;58;43,5;29;14,5;
Bollo.c01.1107;01-01;UMBRIA;01/01/2022;AP;PP;;;3;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;40,8;38,4;34,8;31,2;27,78;24,3;20,88;17,4;13,92;10,44;6,96;3,48;
Bollo.c01.1108;01-01;UMBRIA;01/01/2022;AP;PP;;;3;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;68;64;58;52;46,3;40,5;34,8;29;23,2;17,4;11,6;5,8;
Bollo.c01.1109;01-01;UMBRIA;01/01/2022;AP;PP;;;3;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;104,36;98,56;89,32;80,08;71,5;62,46;53,52;44,62;35,73;26,8;17,86;8,93;
Bollo.c01.1110;01-01;UMBRIA;01/01/2022;AP;PP;;;3;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;105,37;99,52;90,19;80,86;72,2;63,07;54,04;45,06;36,08;27,06;18,04;9,02;
Bollo.c01.1111;01-01;UMBRIA;01/01/2022;AP;PP;;;3;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;169;160;145;130;116,3;101,5;86,8;72,4;58;43,5;29;14,5;
Bollo.c01.1112;01-01;UMBRIA;01/01/2022;AP;PP;;;4;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;39;36,6;33;29,94;26,58;23,28;19,98;16,62;13,32;9,96;6,66;3,3;
Bollo.c01.1113;01-01;UMBRIA;01/01/2022;AP;PP;;;4;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;65;61;55;49,9;44,3;38,8;33,3;27,7;22,2;16,6;11,1;5,5;
Bollo.c01.1114;01-01;UMBRIA;01/01/2022;AP;PP;;;4;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;99,92;93,76;84,88;76,9;68,42;59,68;51,26;42,68;34,19;25,56;17,08;8,49;
Bollo.c01.1115;01-01;UMBRIA;01/01/2022;AP;PP;;;4;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;100,89;94,67;85,71;77,65;69,09;60,26;51,76;43,09;34,52;25,81;17,24;8,57;
Bollo.c01.1116;01-01;UMBRIA;01/01/2022;AP;PP;;;4;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;162;152;138;124,9;111,3;96,8;83,2;69,3;55,5;41,5;27,7;13,8;
Bollo.c01.1117;01-01;UMBRIA;01/01/2022;AP;PP;;;4;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;39;36,6;33;29,94;26,58;23,28;19,98;16,62;13,32;9,96;6,66;3,3;
Bollo.c01.1118;01-01;UMBRIA;01/01/2022;AP;PP;;;4;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;65;61;55;49,9;44,3;38,8;33,3;27,7;22,2;16,6;11,1;5,5;
Bollo.c01.1119;01-01;UMBRIA;01/01/2022;AP;PP;;;4;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;99,92;93,76;84,88;76,9;68,42;59,68;51,26;42,68;34,19;25,56;17,08;8,49;
Bollo.c01.1120;01-01;UMBRIA;01/01/2022;AP;PP;;;4;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;100,89;94,67;85,71;77,65;69,09;60,26;51,76;43,09;34,52;25,81;17,24;8,57;
Bollo.c01.1121;01-01;UMBRIA;01/01/2022;AP;PP;;;4;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;162;152;138;124,9;111,3;96,8;83,2;69,3;55,5;41,5;27,7;13,8;
Bollo.c01.1122;01-01;UMBRIA;01/01/2022;AP;PP;;;0;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;9,78;9,18;8,28;7,5;6,66;5,82;4,98;4,14;3,36;2,52;1,68;0,84;
Bollo.c01.1123;01-01;UMBRIA;01/01/2022;AP;PP;;;0;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;16,3;15,3;13,8;12,5;11,1;9,7;8,3;6,9;5,6;4,2;2,8;1,4;
Bollo.c01.1124;01-01;UMBRIA;01/01/2022;AP;PP;;;0;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;22,17;20,81;18,77;17;15,1;13,19;11,29;9,38;7,62;5,71;3,81;1,9;
Bollo.c01.1125;01-01;UMBRIA;01/01/2022;AP;PP;;;0;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;22,33;20,96;18,91;17,13;15,21;13,29;11,37;9,45;7,67;5,75;3,84;1,92;
Bollo.c01.1126;01-01;UMBRIA;01/01/2022;AP;PP;;;0;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;32,6;30,6;27,6;25;22,2;19,4;16,6;13,8;11,2;8,4;5,6;2,8;
Bollo.c01.1127;01-01;UMBRIA;01/01/2022;AP;PP;;;0;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;9,78;9,18;8,28;7,5;6,66;5,82;4,98;4,14;3,36;2,52;1,68;0,84;
Bollo.c01.1128;01-01;UMBRIA;01/01/2022;AP;PP;;;0;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;16,3;15,3;13,8;12,5;11,1;9,7;8,3;6,9;5,6;4,2;2,8;1,4;
Bollo.c01.1129;01-01;UMBRIA;01/01/2022;AP;PP;;;0;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;22,17;20,81;18,77;17;15,1;13,19;11,29;9,38;7,62;5,71;3,81;1,9;
Bollo.c01.1130;01-01;UMBRIA;01/01/2022;AP;PP;;;0;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;22,33;20,96;18,91;17,13;15,21;13,29;11,37;9,45;7,67;5,75;3,84;1,92;
Bollo.c01.1131;01-01;UMBRIA;01/01/2022;AP;PP;;;0;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;32,6;30,6;27,6;25;22,2;19,4;16,6;13,8;11,2;8,4;5,6;2,8;
Bollo.c01.1132;01-01;UMBRIA;01/01/2022;AP;PP;;;1;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;9,78;9,18;8,28;7,5;6,66;5,82;4,98;4,14;3,36;2,52;1,68;0,84;
Bollo.c01.1133;01-01;UMBRIA;01/01/2022;AP;PP;;;1;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;16,3;15,3;13,8;12,5;11,1;9,7;8,3;6,9;5,6;4,2;2,8;1,4;
Bollo.c01.1134;01-01;UMBRIA;01/01/2022;AP;PP;;;1;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;22,17;20,81;18,77;17;15,1;13,19;11,29;9,38;7,62;5,71;3,81;1,9;
Bollo.c01.1135;01-01;UMBRIA;01/01/2022;AP;PP;;;1;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;22,33;20,96;18,91;17,13;15,21;13,29;11,37;9,45;7,67;5,75;3,84;1,92;
Bollo.c01.1136;01-01;UMBRIA;01/01/2022;AP;PP;;;1;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;32,6;30,6;27,6;25;22,2;19,4;16,6;13,8;11,2;8,4;5,6;2,8;
Bollo.c01.1137;01-01;UMBRIA;01/01/2022;AP;PP;;;1;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;9,78;9,18;8,28;7,5;6,66;5,82;4,98;4,14;3,36;2,52;1,68;0,84;
Bollo.c01.1138;01-01;UMBRIA;01/01/2022;AP;PP;;;1;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;16,3;15,3;13,8;12,5;11,1;9,7;8,3;6,9;5,6;4,2;2,8;1,4;
Bollo.c01.1139;01-01;UMBRIA;01/01/2022;AP;PP;;;1;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;22,17;20,81;18,77;17;15,1;13,19;11,29;9,38;7,62;5,71;3,81;1,9;
Bollo.c01.1140;01-01;UMBRIA;01/01/2022;AP;PP;;;1;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;22,33;20,96;18,91;17,13;15,21;13,29;11,37;9,45;7,67;5,75;3,84;1,92;
Bollo.c01.1141;01-01;UMBRIA;01/01/2022;AP;PP;;;1;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;32,6;30,6;27,6;25;22,2;19,4;16,6;13,8;11,2;8,4;5,6;2,8;
Bollo.c01.1142;01-01;UMBRIA;01/01/2022;AP;PP;;;2;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;9,78;9,18;8,28;7,5;6,66;5,82;4,98;4,14;3,36;2,52;1,68;0,84;
Bollo.c01.1143;01-01;UMBRIA;01/01/2022;AP;PP;;;2;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;16,3;15,3;13,8;12,5;11,1;9,7;8,3;6,9;5,6;4,2;2,8;1,4;
Bollo.c01.1144;01-01;UMBRIA;01/01/2022;AP;PP;;;2;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;22,17;20,81;18,77;17;15,1;13,19;11,29;9,38;7,62;5,71;3,81;1,9;
Bollo.c01.1145;01-01;UMBRIA;01/01/2022;AP;PP;;;2;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;22,33;20,96;18,91;17,13;15,21;13,29;11,37;9,45;7,67;5,75;3,84;1,92;
Bollo.c01.1146;01-01;UMBRIA;01/01/2022;AP;PP;;;2;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;32,6;30,6;27,6;25;22,2;19,4;16,6;13,8;11,2;8,4;5,6;2,8;
Bollo.c01.1147;01-01;UMBRIA;01/01/2022;AP;PP;;;2;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;9,78;9,18;8,28;7,5;6,66;5,82;4,98;4,14;3,36;2,52;1,68;0,84;
Bollo.c01.1148;01-01;UMBRIA;01/01/2022;AP;PP;;;2;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;16,3;15,3;13,8;12,5;11,1;9,7;8,3;6,9;5,6;4,2;2,8;1,4;
Bollo.c01.1149;01-01;UMBRIA;01/01/2022;AP;PP;;;2;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;22,17;20,81;18,77;17;15,1;13,19;11,29;9,38;7,62;5,71;3,81;1,9;
Bollo.c01.1150;01-01;UMBRIA;01/01/2022;AP;PP;;;2;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;22,33;20,96;18,91;17,13;15,21;13,29;11,37;9,45;7,67;5,75;3,84;1,92;
Bollo.c01.1151;01-01;UMBRIA;01/01/2022;AP;PP;;;2;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;32,6;30,6;27,6;25;22,2;19,4;16,6;13,8;11,2;8,4;5,6;2,8;
Bollo.c01.1152;01-01;UMBRIA;01/01/2022;AP;PP;;;3;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;9,78;9,18;8,28;7,5;6,66;5,82;4,98;4,14;3,36;2,52;1,68;0,84;
Bollo.c01.1153;01-01;UMBRIA;01/01/2022;AP;PP;;;3;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;16,3;15,3;13,8;12,5;11,1;9,7;8,3;6,9;5,6;4,2;2,8;1,4;
Bollo.c01.1154;01-01;UMBRIA;01/01/2022;AP;PP;;;3;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;22,17;20,81;18,77;17;15,1;13,19;11,29;9,38;7,62;5,71;3,81;1,9;
Bollo.c01.1155;01-01;UMBRIA;01/01/2022;AP;PP;;;3;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;22,33;20,96;18,91;17,13;15,21;13,29;11,37;9,45;7,67;5,75;3,84;1,92;
Bollo.c01.1156;01-01;UMBRIA;01/01/2022;AP;PP;;;3;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;32,6;30,6;27,6;25;22,2;19,4;16,6;13,8;11,2;8,4;5,6;2,8;
Bollo.c01.1157;01-01;UMBRIA;01/01/2022;AP;PP;;;3;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;9,78;9,18;8,28;7,5;6,66;5,82;4,98;4,14;3,36;2,52;1,68;0,84;
Bollo.c01.1158;01-01;UMBRIA;01/01/2022;AP;PP;;;3;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;16,3;15,3;13,8;12,5;11,1;9,7;8,3;6,9;5,6;4,2;2,8;1,4;
Bollo.c01.1159;01-01;UMBRIA;01/01/2022;AP;PP;;;3;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;22,17;20,81;18,77;17;15,1;13,19;11,29;9,38;7,62;5,71;3,81;1,9;
Bollo.c01.1160;01-01;UMBRIA;01/01/2022;AP;PP;;;3;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;22,33;20,96;18,91;17,13;15,21;13,29;11,37;9,45;7,67;5,75;3,84;1,92;
Bollo.c01.1161;01-01;UMBRIA;01/01/2022;AP;PP;;;3;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;32,6;30,6;27,6;25;22,2;19,4;16,6;13,8;11,2;8,4;5,6;2,8;
Bollo.c01.1162;01-01;UMBRIA;01/01/2022;AP;PP;;;4;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;9,78;9,18;8,28;7,5;6,66;5,82;4,98;4,14;3,36;2,52;1,68;0,84;
Bollo.c01.1163;01-01;UMBRIA;01/01/2022;AP;PP;;;4;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;16,3;15,3;13,8;12,5;11,1;9,7;8,3;6,9;5,6;4,2;2,8;1,4;
Bollo.c01.1164;01-01;UMBRIA;01/01/2022;AP;PP;;;4;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;22,17;20,81;18,77;17;15,1;13,19;11,29;9,38;7,62;5,71;3,81;1,9;
Bollo.c01.1165;01-01;UMBRIA;01/01/2022;AP;PP;;;4;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;22,33;20,96;18,91;17,13;15,21;13,29;11,37;9,45;7,67;5,75;3,84;1,92;
Bollo.c01.1166;01-01;UMBRIA;01/01/2022;AP;PP;;;4;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;32,6;30,6;27,6;25;22,2;19,4;16,6;13,8;11,2;8,4;5,6;2,8;
Bollo.c01.1167;01-01;UMBRIA;01/01/2022;AP;PP;;;4;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;9,78;9,18;8,28;7,5;6,66;5,82;4,98;4,14;3,36;2,52;1,68;0,84;
Bollo.c01.1168;01-01;UMBRIA;01/01/2022;AP;PP;;;4;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;16,3;15,3;13,8;12,5;11,1;9,7;8,3;6,9;5,6;4,2;2,8;1,4;
Bollo.c01.1169;01-01;UMBRIA;01/01/2022;AP;PP;;;4;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;22,17;20,81;18,77;17;15,1;13,19;11,29;9,38;7,62;5,71;3,81;1,9;
Bollo.c01.1170;01-01;UMBRIA;01/01/2022;AP;PP;;;4;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;22,33;20,96;18,91;17,13;15,21;13,29;11,37;9,45;7,67;5,75;3,84;1,92;
Bollo.c01.1171;01-01;UMBRIA;01/01/2022;AP;PP;;;4;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;32,6;30,6;27,6;25;22,2;19,4;16,6;13,8;11,2;8,4;5,6;2,8;
Bollo.c01.1172;01-01;UMBRIA;01/01/2022;AP;PP;;;0;01/01/2022;;B-E;SI;;;200;;;;;;;;;NO;;;130;122;110;99,8;88,6;77,6;66,6;55,4;44,4;33,2;22,2;11;
Bollo.c01.1173;01-01;UMBRIA;01/01/2022;AP;PP;;;1;01/01/2022;;B-E;SI;;;60;;;;;;;;;NO;;;39;36,6;33;29,94;26,58;23,28;19,98;16,62;13,32;9,96;6,66;3,3;
Bollo.c01.1174;01-01;UMBRIA;01/01/2022;AP;PP;;;2;01/01/2022;;B-E;SI;;;100;;;;;;;;;NO;;;65;61;55;49,9;44,3;38,8;33,3;27,7;22,2;16,6;11,1;5,5;
Bollo.c01.1175;01-01;UMBRIA;01/01/2022;AP;PP;;;3;01/01/2022;;B-E;SI;;;136;;;;;;;;;NO;;;88,4;82,96;74,8;67,86;60,25;52,77;45,29;37,67;30,19;22,58;15,1;7,48;
Bollo.c01.1176;01-01;UMBRIA;01/01/2022;AP;PP;;;4;01/01/2022;;B-E;SI;;;137;;;;;;;;;NO;;;89,05;83,57;75,35;68,36;60,69;53,16;45,62;37,95;30,41;22,74;15,21;7,54;
Bollo.c01.1177;01-01;UMBRIA;01/01/2022;AP;PP;;;0;01/01/2022;;B-E;SI;;;200;;;;;;;;;NO;;;130;122;110;99,8;88,6;77,6;66,6;55,4;44,4;33,2;22,2;11;
Bollo.c01.1178;01-01;UMBRIA;01/01/2022;AP;PP;;;1;01/01/2022;;B-E;SI;;;60;;;;;;;;;NO;;;39;36,6;33;29,94;26,58;23,28;19,98;16,62;13,32;9,96;6,66;3,3;
Bollo.c01.1179;01-01;UMBRIA;01/01/2022;AP;PP;;;2;01/01/2022;;B-E;SI;;;100;;;;;;;;;NO;;;65;61;55;49,9;44,3;38,8;33,3;27,7;22,2;16,6;11,1;5,5;
Bollo.c01.1180;01-01;UMBRIA;01/01/2022;AP;PP;;;3;01/01/2022;;B-E;SI;;;136;;;;;;;;;NO;;;88,4;82,96;74,8;67,86;60,25;52,77;45,29;37,67;30,19;22,58;15,1;7,48;
Bollo.c01.1181;01-01;UMBRIA;01/01/2022;AP;PP;;;4;01/01/2022;;B-E;SI;;;137;;;;;;;;;NO;;;89,05;83,57;75,35;68,36;60,69;53,16;45,62;37,95;30,41;22,74;15,21;7,54;
Bollo.c01.1182;01-01;UMBRIA;01/01/2022;AV;SG;;;0;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;108;102;93;83,4;74,4;64,8;55,8;46,2;37,2;27,84;18,54;9,3;
Bollo.c01.1183;01-01;UMBRIA;01/01/2022;AV;SG;;;0;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;180;170;155;139;124;108;93;77;62;46,4;30,9;15,5;
Bollo.c01.1184;01-01;UMBRIA;01/01/2022;AV;SG;;;0;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;277,2;260,72;237,8;213,52;190,24;165,96;142,68;118,4;95,12;71,24;47,42;23,78;
Bollo.c01.1185;01-01;UMBRIA;01/01/2022;AV;SG;;;0;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;279,9;263,24;240,1;215,59;192,08;167,57;144,06;119,55;96,04;71,93;47,88;24,01;
Bollo.c01.1186;01-01;UMBRIA;01/01/2022;AV;SG;;;0;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;450;422;385;346;308;269;231;192;154;115,4;76,8;38,5;
Bollo.c01.1187;01-01;UMBRIA;01/01/2022;AV;SG;;;0;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;108;102;93;83,4;74,4;64,8;55,8;46,2;37,2;27,84;18,54;9,3;
Bollo.c01.1188;01-01;UMBRIA;01/01/2022;AV;SG;;;0;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;180;170;155;139;124;108;93;77;62;46,4;30,9;15,5;
Bollo.c01.1189;01-01;UMBRIA;01/01/2022;AV;SG;;;0;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;277,2;260,72;237,8;213,52;190,24;165,96;142,68;118,4;95,12;71,24;47,42;23,78;
Bollo.c01.1190;01-01;UMBRIA;01/01/2022;AV;SG;;;0;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;279,9;263,24;240,1;215,59;192,08;167,57;144,06;119,55;96,04;71,93;47,88;24,01;
Bollo.c01.1191;01-01;UMBRIA;01/01/2022;AV;SG;;;0;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;450;422;385;346;308;269;231;192;154;115,4;76,8;38,5;
Bollo.c01.1192;01-01;UMBRIA;01/01/2022;AV;SG;;;1;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;104,4;98,4;90;81;72;63;54;45;36;26,94;17,94;9;
Bollo.c01.1193;01-01;UMBRIA;01/01/2022;AV;SG;;;1;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;174;164;150;135;120;105;90;75;60;44,9;29,9;15;
Bollo.c01.1194;01-01;UMBRIA;01/01/2022;AV;SG;;;1;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;267,96;252,56;230,64;207,72;184,44;161,52;138,24;115,32;92,4;69,02;46,03;23,06;
Bollo.c01.1195;01-01;UMBRIA;01/01/2022;AV;SG;;;1;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;270,57;255,02;232,88;209,74;186,23;163,09;139,58;116,44;93,3;69,69;46,48;23,29;
Bollo.c01.1196;01-01;UMBRIA;01/01/2022;AV;SG;;;1;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;435;410;374;337;299;262;224;187;150;111,9;74,7;37,4;
Bollo.c01.1197;01-01;UMBRIA;01/01/2022;AV;SG;;;1;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;104,4;98,4;90;81;72;63;54;45;36;26,94;17,94;9;
Bollo.c01.1198;01-01;UMBRIA;01/01/2022;AV;SG;;;1;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;174;164;150;135;120;105;90;75;60;44,9;29,9;15;
Bollo.c01.1199;01-01;UMBRIA;01/01/2022;AV;SG;;;1;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;267,96;252,56;230,64;207,72;184,44;161,52;138,24;115,32;92,4;69,02;46,03;23,06;
Bollo.c01.1200;01-01;UMBRIA;01/01/2022;AV;SG;;;1;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;270,57;255,02;232,88;209,74;186,23;163,09;139,58;116,44;93,3;69,69;46,48;23,29;
Bollo.c01.1201;01-01;UMBRIA;01/01/2022;AV;SG;;;1;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;435;410;374;337;299;262;224;187;150;111,9;74,7;37,4;
Bollo.c01.1202;01-01;UMBRIA;01/01/2022;AV;SG;;;2;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;100,8;94,8;86,4;78;69;60,6;51,6;43,2;34,8;25,92;17,28;8,64;
Bollo.c01.1203;01-01;UMBRIA;01/01/2022;AV;SG;;;2;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;168;158;144;130;115;101;86;72;58;43,2;28,8;14,4;
Bollo.c01.1204;01-01;UMBRIA;01/01/2022;AV;SG;;;2;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;258,72;243,68;222,12;200,2;177,28;155,72;132,8;110,88;89,32;66,6;44,39;22,21;
Bollo.c01.1205;01-01;UMBRIA;01/01/2022;AV;SG;;;2;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;261,24;246,06;224,29;202,15;179,01;157,24;134,1;111,96;90,19;67,25;44,82;22,43;
Bollo.c01.1206;01-01;UMBRIA;01/01/2022;AV;SG;;;2;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;420;396;361;325;288;253;216;180;145;108,2;72,1;36,1;
Bollo.c01.1207;01-01;UMBRIA;01/01/2022;AV;SG;;;2;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;100,8;94,8;86,4;78;69;60,6;51,6;43,2;34,8;25,92;17,28;8,64;
Bollo.c01.1208;01-01;UMBRIA;01/01/2022;AV;SG;;;2;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;168;158;144;130;115;101;86;72;58;43,2;28,8;14,4;
Bollo.c01.1209;01-01;UMBRIA;01/01/2022;AV;SG;;;2;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;258,72;243,68;222,12;200,2;177,28;155,72;132,8;110,88;89,32;66,6;44,39;22,21;
Bollo.c01.1210;01-01;UMBRIA;01/01/2022;AV;SG;;;2;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;261,24;246,06;224,29;202,15;179,01;157,24;134,1;111,96;90,19;67,25;44,82;22,43;
Bollo.c01.1211;01-01;UMBRIA;01/01/2022;AV;SG;;;2;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;420;396;361;325;288;253;216;180;145;108,2;72,1;36,1;
Bollo.c01.1212;01-01;UMBRIA;01/01/2022;AV;SG;;;3;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;97,2;91,8;83,4;75;66,6;58,2;49,8;42;33,6;25,02;16,68;8,34;
Bollo.c01.1213;01-01;UMBRIA;01/01/2022;AV;SG;;;3;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;162;153;139;125;111;97;83;70;56;41,7;27,8;13,9;
Bollo.c01.1214;01-01;UMBRIA;01/01/2022;AV;SG;;;3;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;249,48;235,44;214,24;192,68;171,12;149,56;128;107,44;85,88;64,38;42,81;21,42;
Bollo.c01.1215;01-01;UMBRIA;01/01/2022;AV;SG;;;3;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;251,91;237,73;216,33;194,56;172,79;151,02;129,25;108,48;86,71;65,01;43,23;21,63;
